time,open_return,high_return,low_return,close_return,volume
2019-09-18,0.0033167495854062867,-0.007997091966557734,0.00092216894135011,-0.004946866984243292,181830
2019-09-19,0.0,0.0,-0.00571217984153316,-0.005707972749033341,345240
2019-09-20,-0.008999081726354441,-0.007328691828508593,-0.01649369903632325,-0.01722222222222225,1827050
2019-09-23,-0.015752409191994055,-0.01236618678479151,-0.00414546824948181,-0.0033917467495759857,478830
2019-09-24,-0.004142346074185621,0.0,0.0007568590350046644,0.009264511249763796,258080
2019-09-25,0.009264511249763796,-0.0007475238273220164,0.0,-0.0033720494567253123,256590
2019-09-26,-0.0009366804046460064,-0.0026182906302599784,-0.00170164492342606,-0.005827067669172958,334000
2019-09-27,-0.008250515657228563,0.0026251640727545933,0.0,0.006806579693703796,264300
2019-09-30,0.008319152958971454,0.007480830372171177,0.006818181818181834,0.0,308680
2019-10-01,0.004312769548096895,-0.0025988490811211795,0.0007524454477052522,0.0007511737089200832,151960
2019-10-02,-0.0050410754294250015,-0.0031639679880884897,-0.014097744360902276,-0.015762807280915725,545260
2019-10-03,-0.02251829611559386,-0.020724421209858068,-0.007626310772164024,0.0,650460
2019-10-04,0.006911115377231658,0.0059103908484270384,0.0049951969260326745,0.0,249050
2019-10-07,0.0,-0.005117513267626883,-0.01013190594532598,-0.008579599618684486,467120
2019-10-08,-0.006863679694947611,-0.00685844922842449,-0.0009656237929703826,0.0009615384615384581,353740
2019-10-09,-0.00249568055288929,0.00863226549012075,0.0027063599458727605,-0.0009606147934677622,221530
2019-10-10,0.005003849114703529,-0.005135032331684997,0.0007711586658953884,-0.0007692307692307443,273470
2019-10-11,0.0,0.002676352513859781,-0.0007705644384511379,0.009430331023864591,328950
2019-10-14,0.008617387973956392,0.015252621544327827,0.006747638326585648,0.0,358150
2019-10-15,-0.0041769508258970856,-0.004319248826290978,0.0044044427422444965,0.00324118207816948,222070
2019-10-16,0.008388941849380327,-0.0024519049415315797,-0.0026692087702574474,-0.003230710756366273,224670
2019-10-17,-0.009264511249763685,-0.004159576479485727,-0.0066908812846492305,-0.008579599618684486,479110
2019-10-18,-0.007633587786259555,-0.012720713878868417,-0.0034642032332563577,0.0,261460
2019-10-21,0.0,0.01115384615384607,-0.004248744689069106,-0.0007692307692307443,205580
2019-10-22,0.008653846153846123,-0.0024724229745148874,0.006788207913110744,-0.0009622786759045932,175690
2019-10-23,-0.010295519542421472,-0.004385128693994322,0.0,0.002696975534579149,130200
2019-10-24,0.002696975534579149,-0.002489467636920595,-0.002504334424966226,0.000768491834774343,396910
2019-10-25,-0.0009606147934677622,0.001727778844307748,0.0017381228273463112,0.0,293710
2019-10-28,0.0,0.005940973553085538,0.0,0.004223459397197038,268360
2019-10-29,0.005961538461538574,-0.0017146123071062336,0.005976479660690259,0.0009558401835212393,187020
2019-10-30,0.002676352513859781,0.016984732824427473,0.003449597546952843,0.015278838808250539,600930
2019-10-31,0.016777883698760654,0.00412835428785896,0.01012223071046603,-0.005079006772009009,840720
2019-11-01,0.0,0.01756680994206694,0.004159576479485727,0.029495178672716893,749070
2019-11-04,0.021001312582036524,0.0,0.010167576727546646,-0.006611570247933907,309680
2019-11-05,-0.012304866850321394,-0.0042240587695133724,0.0014911463187325946,-0.0016638935108154174,260520
2019-11-06,0.004090740052064001,0.004241977130210239,0.0009305788200262288,0.0033333333333334103,517800
