time,open_return,high_return,low_return,close_return,volume
2020-01-02,-0.01446632509386736,0.0,-0.015769476123171255,0.0,0
2020-01-03,0.014678671528139509,0.0,0.00032038792546029704,0.0,0
2020-01-06,-0.018421717205774457,0.0,-0.0030141578777985734,0.0,0
2020-01-07,0.018767445784694914,0.0,0.0034364948748411006,0.0,0
2020-01-08,-0.013265757169522274,0.0,-0.00043217715532095635,0.0,0
2020-01-09,0.013444103380327643,0.0,-0.00028441846569338125,0.0,0
2020-01-10,-0.015612440523715021,0.0,0.0001440481521628456,0.0,0
2020-01-13,0.015860054684174507,0.0,-0.002196974516825323,-0.017664692665400716,0
2020-01-14,-0.016812671280911462,0.0,0.000979860763313134,0.017982345267962385,0
2020-01-15,0.0016194999800240861,0.0,0.0012403878089459752,0.0,0
2020-01-16,0.01545564044254455,0.0,-0.00020165153894802224,0.0,0
2020-01-17,0.0,0.0,0.0003388086559272807,0.0,0
2020-01-20,0.0,0.0,-0.0001380973878531977,0.0,0
2020-01-21,0.0,0.0,-0.0005048571954566761,0.0,0
2020-01-22,0.0,0.0,0.000359386991167554,0.0,0
2020-01-23,0.0,0.0,-0.0008296758825947492,0.0,0
2020-01-24,-0.012480073421518245,0.0,0.0010981248994506032,0.0,0
2020-01-27,0.012637794018758308,0.0,-5.976041211741556e-05,0.0,0
2020-01-28,-0.015296346321911014,0.0,-0.00013322744776533835,0.0,0
2020-01-29,0.015533959140677123,0.0,-0.0005673196965948479,0.0,0
2020-01-30,0.0,0.00047473134521602844,-0.0003689457046613942,0.0,0
2020-01-31,0.00047473134521602844,0.0,0.0009599043027095355,0.00047473134521602844,0
2020-02-03,0.0,0.0,0.0037928625883896228,0.0,0
2020-02-04,-0.012046573715598363,0.002372530411526075,-0.00038081328888239785,0.0,0
2020-02-05,0.00015836330965157686,0.0,-0.0013377919571360142,0.002372530411526075,0
2020-02-06,0.01443427377320261,0.0,0.00026926698877294264,0.0,0
2020-02-07,-0.014700255788182681,0.0,0.00020281426578794282,0.0,0
2020-02-10,0.014919577392098038,0.0,0.0013890045538542672,0.0,0
2020-02-11,-0.011443058215346191,0.0,-0.0010654279918324017,0.0,0
2020-02-12,0.011575517536387858,0.0,-0.0004305193658574735,0.0,0
2020-02-13,0.0,0.0,0.0005013499460209125,0.0,0
2020-02-14,0.0,0.0,9.588240974434115e-05,0.0,0
2020-02-17,0.0,0.0,-0.0008839459401406291,0.0,0
2020-02-18,0.0,0.0,0.0009414654253701027,0.0,0
2020-02-19,-8.606963033097603e-05,-8.606963033097603e-05,-0.0011117418826110947,-8.606963033097603e-05,0
2020-02-20,0.0,0.0,-0.0007406187508156581,0.0,0
2020-02-21,0.0,0.0,0.0016847752134918625,0.0,0
2020-02-24,0.0,0.0,0.00013182992573468333,0.0,0
2020-02-25,0.0,0.0,-0.0034350657577292276,0.0,0
2020-02-26,0.0,0.00021519259737456942,0.0010937718312120648,0.0,0
2020-02-27,0.00021519259737456942,0.0,0.0005812015692099326,0.00021519259737456942,0
2020-02-28,-0.019467042276247848,0.0,-0.0021964560285033796,0.0,0
2020-03-02,0.01959023056344744,-0.000258175559380347,0.003461485848757384,-0.000258175559380347,0
2020-03-03,0.0,0.0,-0.0009076986546380228,0.0,0
2020-03-04,0.0,0.0,-0.004137384593301374,0.0,0
2020-03-05,-0.0012912111560643424,-0.0012912111560643424,0.003975925707174532,-0.0012912111560643424,0
2020-03-06,-0.02042220966751418,0.0,-0.004882375444658749,0.0,0
2020-03-09,0.02084797130872329,0.0,0.004861476240014984,0.0,0
2020-03-10,-0.014818633102051337,0.0,-0.0004740730606102028,0.0,0
2020-03-11,0.015041527986578762,0.0,-0.0018864977034536157,0.0,0
2020-03-12,-0.015570540774219932,0.0,0.001197671513323506,0.0,0
2020-03-13,0.004481053892436693,0.0,0.0011182474318063296,0.0,0
2020-03-16,0.011285193717227582,0.0,0.0005230104054785301,0.0,0
2020-03-17,0.0,0.0017238407171178416,0.001855733474553256,0.0,0
2020-03-18,0.0017238407171178416,0.0,0.0003590785884739489,0.0017238407171178416,0
2020-03-19,0.0,0.0,0.014928606192952554,0.0,0
2020-03-20,0.0,0.0,-0.008739066398855577,0.0,0
2020-03-23,0.0,0.0,-0.0017197701943515442,0.0,0
2020-03-24,-0.013161998795388041,0.002025976461667467,-0.0027468792661266006,0.0,0
2020-03-25,0.013337547580577036,0.0021791123701986326,0.012415652613423589,0.0,0
2020-03-26,0.0,-0.001323484805696551,-0.008320114353948749,0.0,0
2020-03-27,0.0,-0.0020916267232209407,0.003965593247966748,0.0,0
2020-03-30,0.0,0.015854251180748236,0.005321452655628223,-0.01005257741245047,0
2020-03-31,0.016649457924625688,0.0,0.002127649205171167,0.02697318537107929,0
2020-04-01,0.0,0.0,-0.009282382080065599,0.0,0
2020-04-02,0.0,0.0,0.006639981482022161,0.0,0
2020-04-03,-0.009995064084253769,0.0,-0.0014172692113670893,0.0,0
2020-04-06,0.010095973991289586,0.0,-0.005116887116708102,0.0,0
2020-04-07,0.0,0.0,0.0006123708560556995,0.0,0
2020-04-08,0.0,0.0,0.0006717071485389248,0.0,0
2020-04-09,0.0,0.0,0.0002872828041844411,0.0,0
2020-04-10,0.0,0.0,-0.005630021463553736,0.0,0
2020-04-13,0.0,0.0,-0.002738794806223299,0.0,0
2020-04-14,0.0,0.0,0.0028794954092012937,0.0,0
2020-04-15,-0.025929922559350005,-0.007701747704286777,0.0013140323119746888,-0.007701747704286777,0
2020-04-16,0.01836586187047229,-0.0003411659345814444,0.0030251980765261255,-0.0003411659345814444,0
2020-04-17,0.0,0.0,-0.0015385335094831865,0.0,0
